Ingested app: 'Q Cat Live Wallpaper' (row 4496) in  0.0414 seconds
Ingested app: 'EF Jumper' (row 9310) in  0.0414 seconds
Ingested app: 'AP ENPS Mobile' (row 5449) in  0.0374 seconds
Ingested app: 'WPS Office - Word, Docs, PDF, Note, Slide & Sheet' (row 3531) in  0.0367 seconds
Ingested app: 'DW VMAX' (row 8982) in  0.0313 seconds
Ingested app: 'Stylish Fonts' (row 10710) in  0.0469 seconds
Ingested app: 'The Societe Generale App' (row 1061) in  0.0469 seconds
Ingested app: 'Sticker Market: Emoji keyboard' (row 987) in  0.0469 seconds
Ingested app: 'Dungeon Keeper' (row 9150) in  0.0469 seconds
Ingested app: 'iFORA BP' (row 6588) in  0.0469 seconds
Ingested app: 'Lose Belly Fat in 30 Days - Flat Stomach' (row 1258) in  0.0313 seconds
Ingested app: 'Love Images' (row 2567) in  0.0469 seconds
Ingested app: 'English-Myanmar Dictionary' (row 181) in  0.0469 seconds
Ingested app: 'Skype Lite - Free Video Call & Chat' (row 364) in  0.0469 seconds
Ingested app: 'Hitman GO' (row 6936) in  0.2316 seconds
Ingested app: 'FIFA - Tournaments, Soccer News & Live Scores' (row 3082) in  0.2316 seconds
Ingested app: 'TextNow - free text + calls' (row 2587) in  0.2316 seconds
Ingested app: 'CA Speakers Free' (row 7093) in  0.2472 seconds
Ingested app: 'Online Chat Girls Meet' (row 634) in  0.2785 seconds
Ingested app: 'Babbel \u2013 Learn Spanish' (row 802) in  0.2316 seconds
Ingested app: 'ALPHA - Artificial Intelligence' (row 5183) in  0.0469 seconds
Ingested app: 'FindLoving' (row 693) in  0.0469 seconds
Ingested app: 'Digital Tourist BH Itinerary' (row 6255) in  0.0625 seconds
Ingested app: 'REV Robotic Enhance Vehicles' (row 9974) in  0.047 seconds
Ingested app: 'MLB At Bat' (row 2962) in  0.0625 seconds
Ingested app: 'BW App' (row 6903) in  0.0625 seconds
Ingested app: 'CP Connect 2.0' (row 7691) in  0.0469 seconds
Ingested app: 'Magisto Video Editor & Maker' (row 3905) in  0.0469 seconds
Ingested app: 'Pixel Gun 3D: Survival shooter & Battle Royale' (row 3967) in  0.0469 seconds
Ingested app: 'InBrowser - Incognito Browsing' (row 422) in  0.0469 seconds
Ingested app: 'Kids Corner: Interactive Tales and Games for kids' (row 2083) in  0.0469 seconds
Ingested app: 'Final Fantasy XV: A New Empire' (row 5381) in  0.0469 seconds
Ingested app: 'RIDE ZERO' (row 7753) in  0.0556 seconds
Ingested app: 'Ai-Ball AV Recorder' (row 5712) in  0.0556 seconds
Ingested app: 'Johns Hopkins Guides ABX...' (row 2377) in  0.0519 seconds
Ingested app: 'Phoenix and Arizona Cameras' (row 5907) in  0.0559 seconds
Ingested app: '5 Minute Clinical Consult 2019 - #1 for 25 years' (row 2381) in  0.0599 seconds
Ingested app: '104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room' (row 220) in  0.0444 seconds
Ingested app: 'FD VR Music Videos - MTV Pop and Rap in 360' (row 10306) in  0.0476 seconds
Ingested app: 'Truck Car Navi by Navitime Large size car, traffic jam, traffic closure, live camera, typhoon / precipitation map' (row 3845) in  0.0515 seconds
Ingested app: 'SCS eC' (row 9266) in  0.0395 seconds
Ingested app: 'Riptide GP: Renegade' (row 8879) in  0.0435 seconds
Ingested app: 'Pok\xe9mon GO' (row 1764) in  0.0435 seconds
Ingested app: 'FQ - Football Quiz' (row 10775) in  0.0436 seconds
Ingested app: 'AJ RETAILS' (row 5245) in  0.0441 seconds
Ingested app: 'BW Switch' (row 6932) in  0.048 seconds
Ingested app: "Poker Live! 3D Texas Hold'em" (row 9593) in  0.044 seconds
Ingested app: 'Bad Piggies' (row 4060) in  0.048 seconds
Ingested app: 'Berner Zeitung' (row 7045) in  0.048 seconds
Ingested app: 'CL 2NE1 Wallpaper KPOP Fans HD' (row 7502) in  0.048 seconds
Ingested app: 'BGKontakti London BG Kontakti' (row 6145) in  0.0359 seconds
Ingested app: 'Lake Michigan CU Mobile' (row 7918) in  0.0475 seconds
Ingested app: '20 Minuten (CH)' (row 7338) in  0.0435 seconds
Ingested app: 'Circle ratio' (row 3843) in  0.0355 seconds
Ingested app: 'Blossom Blast Saga' (row 1975) in  0.0312 seconds
Ingested app: 'G-Download Manager' (row 8534) in  0.0312 seconds
Ingested app: 'STARZ' (row 934) in  0.0469 seconds
Ingested app: 'BibleRead En Cy Zh Yue' (row 8119) in  0.0469 seconds
Ingested app: 'Fr Ignacio Outreach' (row 10801) in  0.0469 seconds
Ingested app: 'I am Millionaire - Richest guy in the town' (row 5371) in  0.0469 seconds
Ingested app: 'Home Workout for Men - Bodybuilding' (row 1268) in  0.0469 seconds
Ingested app: 'Ham Radio Prefixes' (row 7762) in  0.0312 seconds
Ingested app: 'P\xe5 sporet ABC (BM)' (row 6487) in  0.0313 seconds
Ingested app: 'AE Blackjack' (row 5010) in  0.0469 seconds
Ingested app: 'Eh Amego!' (row 9372) in  0.0469 seconds
Ingested app: 'PhotoFunia' (row 10740) in  0.0469 seconds
Ingested app: 'Media Sosial TNI AU' (row 5677) in  0.0469 seconds
Ingested app: 'Friday: Smart Personal Assistant' (row 5201) in  0.0469 seconds
Ingested app: 'HHS' (row 2501) in  0.0469 seconds
Ingested app: 'Free Dating & Flirt Chat - Choice of Love' (row 670) in  0.0469 seconds
Ingested app: 'My Days - Ovulation Calendar & Period Tracker \u2122' (row 1352) in  0.0469 seconds
Ingested app: 'AnatomyMapp' (row 2272) in  0.0469 seconds
Ingested app: 'FollowMeter for Instagram' (row 4245) in  0.0469 seconds
Ingested app: 'CB SMART LIFE' (row 7114) in  0.0313 seconds
Ingested app: 'AdWords Express' (row 250) in  0.0468 seconds
Ingested app: '2018Emoji Keyboard \U0001f602 Emoticons Lite -sticker&gif' (row 3448) in  0.0468 seconds
Ingested app: 'DW' (row 8985) in  0.0468 seconds
Ingested app: 'Ay Vamos - PJ. Balvin - Piano' (row 5855) in  0.0468 seconds
Ingested app: 'AX Player -Nougat Video Player' (row 5784) in  0.0468 seconds
Ingested app: 'Aviary Stickers: Free Pack' (row 1523) in  0.0469 seconds
Ingested app: 'Free english course' (row 798) in  0.047 seconds
Ingested app: 'Jabbla BT' (row 6807) in  0.047 seconds
Ingested app: 'Zombie Avengers:(Dreamsky)Stickman War Z' (row 4842) in  0.047 seconds
Ingested app: 'NativeScript Developer Day EU' (row 9937) in  0.0625 seconds
Ingested app: 'HTC Lock Screen' (row 3264) in  0.0468 seconds
Ingested app: 'NYTimes - Latest News' (row 3777) in  0.0468 seconds
Ingested app: 'SmartNews: Breaking News Headlines' (row 3797) in  0.0469 seconds
Ingested app: 'CK Eorzea Timepiece' (row 7464) in  0.0469 seconds
Ingested app: 'Sago Mini Babies' (row 2191) in  0.0469 seconds
Ingested app: 'ROBLOX' (row 4527) in  0.047 seconds
Ingested app: 'Space Z \U0001f30f \U0001f680Icon Pack Theme' (row 4834) in  0.047 seconds
Ingested app: 'Bleacher Report: sports news, scores, & highlights' (row 6673) in  0.047 seconds
Ingested app: 'BJ Bridge Standard American 2018' (row 6319) in  0.0469 seconds
Ingested app: 'Carousell: Snap-Sell, Chat-Buy' (row 2750) in  0.0469 seconds
Ingested app: 'ESPN' (row 3072) in  0.0469 seconds
Ingested app: 'Apartments & Rentals - Zillow' (row 1448) in  0.0469 seconds
Ingested app: 'B.Z. Live-Ticker' (row 7034) in  0.0469 seconds
Ingested app: 'Star Chart' (row 8925) in  0.0469 seconds
Ingested app: 'BH Rocking' (row 6250) in  0.0522 seconds
Ingested app: 'FE Mobile' (row 10325) in  0.0522 seconds
Ingested app: 'Adobe Illustrator Draw' (row 5209) in  0.0562 seconds
Ingested app: 'Simply Yoga - Fitness Trainer for Workouts & Poses' (row 1339) in  0.0486 seconds
Ingested app: 'BK Arogyam Task Track' (row 6391) in  0.0526 seconds
Ingested app: 'Results for CT Lottery' (row 7892) in  0.0566 seconds
Ingested app: 'BT Share It' (row 6781) in  0.0399 seconds
Ingested app: 'Videos downloader for Facebook:fast fb video saver' (row 10223) in  0.0359 seconds
Ingested app: 'Betterment' (row 1150) in  0.0359 seconds
Ingested app: 'easyJet: Travel App' (row 3194) in  0.045 seconds
Ingested app: 'XOS - Launcher,Theme,Wallpaper' (row 3355) in  0.0479 seconds
Ingested app: 'EZ-Builder Mobile' (row 10156) in  0.2785 seconds
Ingested app: 'FlashLight F.Light' (row 4112) in  0.2785 seconds
Ingested app: 'Merge Dragons!' (row 1855) in  0.2555 seconds
Ingested app: 'DU GIF Maker: GIF Maker, Video to GIF & GIF Editor' (row 8908) in  0.2615 seconds
Ingested app: 'Tigo Money El Salvador' (row 9555) in  0.2526 seconds
Ingested app: 'Will it Crush?' (row 1782) in  0.2984 seconds
Ingested app: 'My Budget Book' (row 6886) in  0.0494 seconds
Ingested app: 'Jingdong - pick good things, go to Jingdong' (row 2702) in  0.0494 seconds
Ingested app: 'Recettes Faciles et Rapides' (row 9834) in  0.0494 seconds
Ingested app: 'Control Center iOS 11 - Phone X notifications' (row 4774) in  0.0494 seconds
Ingested app: 'CG Smart' (row 7296) in  0.0494 seconds
Ingested app: 'BL Carrier' (row 6430) in  0.0494 seconds
Ingested app: 'Calculator Fn' (row 10676) in  0.0469 seconds
Ingested app: 'DM Me - Chat' (row 8543) in  0.0469 seconds
Ingested app: 'Google Pay' (row 1096) in  0.0469 seconds
Ingested app: 'Next Launcher 3D Theme Stun-BW' (row 6905) in  0.0469 seconds
Ingested app: 'BakaReader EX' (row 10062) in  0.0469 seconds
Ingested app: 'Google Earth' (row 9841) in  0.0469 seconds
Ingested app: 'Name days' (row 1015) in  0.0513 seconds
Ingested app: 'Talking Tom Gold Run' (row 1906) in  0.0553 seconds
Ingested app: 'Gymnastics Superstar - Spin your way to gold!' (row 3923) in  0.0553 seconds
Ingested app: 'Bike Race - Bike Blast Rush' (row 10030) in  0.0593 seconds
Ingested app: "Connect'Em Halloween" (row 9602) in  0.0593 seconds
Ingested app: 'DK Live - Sports Play by Play' (row 8477) in  0.0633 seconds
Ingested app: 'Bacterial vaginosis Treatment - Sexual disease' (row 6863) in  0.0481 seconds
Ingested app: 'Dino T-Rex' (row 4591) in  0.0482 seconds
Ingested app: 'SCI-FI UI' (row 10459) in  0.0481 seconds
Ingested app: "What's Up" (row 5079) in  0.0481 seconds
Ingested app: 'Essential Anatomy 3' (row 2252) in  0.0441 seconds
Ingested app: 'Curriculum Vitae' (row 7943) in  0.0481 seconds
Ingested app: 'HondaLink EV' (row 9948) in  0.0534 seconds
Ingested app: 'CW Nuclear' (row 8023) in  0.0497 seconds
Ingested app: 'Peggle Blast' (row 9160) in  0.0507 seconds
Ingested app: 'TeeTime.cz' (row 8166) in  0.0467 seconds
Ingested app: 'SMS Au revoir' (row 5683) in  0.0467 seconds
Ingested app: 'DP Status 2017' (row 8713) in  0.0547 seconds
Ingested app: 'Stream - Live Video Community' (row 2606) in  0.0478 seconds
Ingested app: 'DV Statistics' (row 8959) in  0.0426 seconds
Ingested app: 'Checkers' (row 8315) in  0.0466 seconds
Ingested app: "Oddworld: New 'n' Tasty" (row 4419) in  0.0426 seconds
Ingested app: 'Pinkalicious Party' (row 2087) in  0.0466 seconds
Ingested app: 'X-plore File Manager' (row 4756) in  0.0465 seconds
Ingested app: 'CBS Sports Fantasy' (row 3017) in  0.0452 seconds
Ingested app: 'Video Wallpaper Show' (row 3705) in  0.0492 seconds
Ingested app: 'Google Pay' (row 1163) in  0.049 seconds
Ingested app: 'U.S. Bank' (row 1160) in  0.0491 seconds
Ingested app: 'CS Customizer' (row 7814) in  0.0491 seconds
Ingested app: '30 Day Ab Challenge' (row 4855) in  0.0492 seconds
Ingested app: "Kinot Tisha'a Be'av - Ashkenaz" (row 5729) in  0.048 seconds
Ingested app: 'Brit + Co' (row 7628) in  0.0441 seconds
Ingested app: 'Cover Camera for FB' (row 10215) in  0.0441 seconds
Ingested app: 'Ad-free Triangle Solver' (row 4966) in  0.0441 seconds
Ingested app: 'AV HD Video Player' (row 5700) in  0.044 seconds
Ingested app: 'Cluster CF' (row 7275) in  0.044 seconds
Ingested app: 'Modern Counter Terrorist FPS Shoot' (row 10770) in  0.048 seconds
Ingested app: 'Flashlight Ultimate' (row 4803) in  0.0439 seconds
Ingested app: 'SB \xb7 FN 1870 Mobile Banking' (row 10665) in  0.0439 seconds
Ingested app: 'CG Samanya Gyan' (row 7295) in  0.044 seconds
Ingested app: 'Crime Wars S. Andreas' (row 4581) in  0.048 seconds
Ingested app: 'Fast Download Manager' (row 8520) in  0.052 seconds
Ingested app: '3G to 4G Converter - Simulator' (row 9130) in  0.0441 seconds
Ingested app: 'FG Mobile' (row 10360) in  0.0442 seconds
Ingested app: 'Virtual Walkie Talkie' (row 7108) in  0.0481 seconds
Ingested app: 'Ba ba black sheep offline Video' (row 5920) in  0.0442 seconds
Ingested app: 'V Made' (row 4674) in  0.049 seconds
Ingested app: 'Nike Training Club - Workouts & Fitness Plans' (row 1312) in  0.045 seconds
Ingested app: 'CS Guns Shoot' (row 7821) in  0.045 seconds
Ingested app: 'Mercari: The Selling App' (row 2721) in  0.0449 seconds
Ingested app: 'Nova Launcher' (row 3435) in  0.0449 seconds
Ingested app: 'Speech Therapy: K' (row 4303) in  0.0449 seconds
Ingested app: 'Calculator' (row 3242) in  0.0561 seconds
Ingested app: 'FD VR Music Videos - MTV Pop and Rap in 360' (row 10306) in  0.0521 seconds
Ingested app: "CD Roma's" (row 7158) in  0.0441 seconds
Ingested app: 'EasyNote Notepad | To Do List' (row 8666) in  0.048 seconds
Ingested app: 'Theme for Samsung Galaxy Note FE' (row 10353) in  0.048 seconds
Ingested app: 'Ad Detect Plugin - Handy Tool' (row 4943) in  0.0439 seconds
Ingested app: 'FD VR - Virtual Reality Camera' (row 10294) in  0.048 seconds
Ingested app: 'Walk with Map My Walk' (row 1273) in  0.048 seconds
Ingested app: 'dt Pro' (row 8850) in  0.048 seconds
Ingested app: 'Jigsaw Puzzles FN FAL Light Automatic Rifle' (row 10653) in  0.048 seconds
Ingested app: 'Asphalt Xtreme: Rally Racing' (row 9163) in  0.0441 seconds
Ingested app: 'DK Murali' (row 8503) in  0.044 seconds
Ingested app: 'Bacterial Vaginosis \U0001f1fa\U0001f1f8' (row 6854) in  0.048 seconds
Ingested app: 'CG Vidhansabha Chunav 2018' (row 7317) in  0.052 seconds
Ingested app: 'Axetatic - Axe Throwing Game' (row 5794) in  0.044 seconds
Ingested app: 'Laugh Out Loud by Kevin Hart' (row 990) in  0.044 seconds
Ingested app: 'A&W Restaurants' (row 5736) in  0.0442 seconds
Ingested app: 'ER Doctor City Emergency - Surgery City Doc FREE' (row 9773) in  0.0434 seconds
Ingested app: 'BV Forest' (row 6859) in  0.0474 seconds
Ingested app: 'Dolphin and fish coloring book' (row 10438) in  0.0435 seconds
Ingested app: 'Alarm Clock' (row 3284) in  0.0435 seconds
Ingested app: 'EV Finder' (row 9963) in  0.0474 seconds
Ingested app: 'Bubble Shooter' (row 1972) in  0.0422 seconds
Ingested app: 'A&E - Watch Full Episodes of TV Shows' (row 4991) in  0.044 seconds
Ingested app: 'POCKET BOOK CT ABDOMEN' (row 7878) in  0.0471 seconds
Ingested app: 'Sniper 3D Gun Shooter: Free Shooting Games - FPS' (row 1925) in  0.0425 seconds
Ingested app: 'Cardboard' (row 1535) in  0.0505 seconds
Ingested app: 'List iptv FR' (row 10823) in  0.0545 seconds
Ingested app: 'Wemep - Special price representative (special / shopping / shopping app / coupon / shipping)' (row 2696) in  0.0505 seconds
Ingested app: 'CV Templates 2018' (row 7970) in  0.0545 seconds
Ingested app: '3D Live Neon Weed Launcher' (row 3356) in  0.2244 seconds
Ingested app: 'Extreme- Personal Voice Assistant' (row 5191) in  0.2283 seconds
Ingested app: 'TrainPal EU- Book German Train Tickets' (row 9935) in  0.2242 seconds
Ingested app: 'T\xe9cnico Legislativo C\xe2mara Legislativa DF' (row 8346) in  0.2495 seconds
Ingested app: 'CV Builder' (row 7965) in  0.2522 seconds
Ingested app: 'AG Subway Simulator Pro' (row 5098) in  0.2282 seconds
Ingested app: 'Pinterest' (row 2552) in  0.0444 seconds
Ingested app: '2 Amateur ham radio CW Morse code practice keys TX' (row 7993) in  0.0445 seconds
Ingested app: 'Learn SQL' (row 764) in  0.0445 seconds
Ingested app: 'Stats CR Clan for Clash Royale' (row 7776) in  0.0445 seconds
Ingested app: 'Brilliant Quotes: Life, Love, Family & Motivation' (row 6630) in  0.0525 seconds
Ingested app: 'Angry Birds Classic' (row 1990) in  0.0445 seconds
Ingested app: "Driver Permit Test Prep DC DMV Driver's License Ed" (row 8279) in  0.0441 seconds
Ingested app: 'Android Auto - Maps, Media, Messaging & Voice' (row 72) in  0.048 seconds
Ingested app: 'Priceline Hotel Deals, Rental Cars & Flights' (row 3154) in  0.048 seconds
Ingested app: 'reality.cz' (row 8144) in  0.0481 seconds
Ingested app: 'Antillean Gold Telegram (original version)' (row 374) in  0.0441 seconds
Ingested app: 'Racing in Car 2' (row 8309) in  0.052 seconds
Ingested app: 'Supermarket \u2013 Game for Kids' (row 2129) in  0.0363 seconds
Ingested app: 'Master of Eternity(MOE)' (row 1830) in  0.0363 seconds
Ingested app: 'Abs Training-Burn belly fat' (row 1279) in  0.0483 seconds
Ingested app: 'Super Dancer' (row 5656) in  0.0443 seconds
Ingested app: 'SONIC Drive-In' (row 8725) in  0.0443 seconds
Ingested app: 'Updates for Samsung - Android Update Versions' (row 3798) in  0.0443 seconds
Ingested app: 'RoboPad' (row 6636) in  0.0532 seconds
Ingested app: 'TunnelBear VPN' (row 3324) in  0.0571 seconds
Ingested app: 'FD VR Cardboard Featured 360 Videos' (row 10302) in  0.0451 seconds
Ingested app: 'Zumper - Apartment Rental Finder' (row 1500) in  0.0411 seconds
Ingested app: 'Youper - AI Therapy' (row 2320) in  0.0451 seconds
Ingested app: 'Adobe Premiere Clip' (row 4992) in  0.0451 seconds
Ingested app: 'CJmall' (row 7446) in  0.0442 seconds
Ingested app: 'My Virtual Boyfriend' (row 6102) in  0.0472 seconds
Ingested app: 'Solo Locker (DIY Locker)' (row 3344) in  0.0461 seconds
Ingested app: 'Spring flowers theme couleurs d t space' (row 8888) in  0.0433 seconds
Ingested app: 'Messenger' (row 10211) in  0.0433 seconds
Ingested app: 'Just She - Top Lesbian Dating' (row 554) in  0.0433 seconds
Ingested app: 'DG Surveyor' (row 8364) in  0.0411 seconds
Ingested app: 'Sanu Ek Pal Chain - Raid' (row 9515) in  0.0462 seconds
Ingested app: 'Beauty Rental Shop' (row 6745) in  0.0479 seconds
Ingested app: 'DMC ER Now' (row 9775) in  0.0439 seconds
Ingested app: 'EHiN-FH conferenceapp' (row 10432) in  0.0479 seconds
Ingested app: 'All Maths Formulas' (row 171) in  0.0439 seconds
Ingested app: 'Castle Clash: Heroes of the Empire US' (row 1790) in  0.0441 seconds
Ingested app: 'FirstCry Baby & Kids Shopping, Fashion & Parenting' (row 10276) in  0.0441 seconds
Ingested app: 'Amazon Shopping' (row 3922) in  0.048 seconds
Ingested app: 'My baby Phone' (row 3591) in  0.044 seconds
Ingested app: 'My Calendar - Period Tracker' (row 2319) in  0.044 seconds
Ingested app: 'DaBang - Rental Homes in Korea' (row 1470) in  0.044 seconds
Ingested app: 'FD Mobile' (row 10285) in  0.0424 seconds
Ingested app: 'CP-Care Mobile' (row 7681) in  0.0463 seconds
Ingested app: 'Showtime Anytime' (row 954) in  0.0424 seconds
Ingested app: 'Q Avatar Pro' (row 4508) in  0.0463 seconds
Ingested app: 'Brilliant Distinctions\xae' (row 2351) in  0.0463 seconds
Ingested app: 'EF Financial Control Free' (row 9307) in  0.0423 seconds
Ingested app: 'AG Fast Service Automotive' (row 5101) in  0.0423 seconds
Ingested app: 'PIO bv App' (row 6873) in  0.0463 seconds
Ingested app: 'wetter.com - Weather and Radar' (row 8291) in  0.0423 seconds
Ingested app: 'Block Puzzle' (row 1664) in  0.0464 seconds
Ingested app: 'Be Fabulous PHOTO BOOTH' (row 6062) in  0.0424 seconds
Ingested app: 'Invasive Alien Species Europe' (row 9897) in  0.0463 seconds
Ingested app: 'Breaking News, Local news, Attacks and Alerts Free' (row 3742) in  0.0413 seconds
Ingested app: 'SpeedApp EV' (row 9964) in  0.0452 seconds
Ingested app: 'Doctor X - ER On Wheels' (row 9741) in  0.0412 seconds
Ingested app: 'Fruits Bomb' (row 1741) in  0.0452 seconds
Ingested app: 'delivery.com: Order Food, Alcohol & Laundry' (row 1240) in  0.0413 seconds
Ingested app: "Five Nights at Freddy's 4" (row 5645) in  0.0452 seconds
Ingested app: 'The Sims\u2122 FreePlay' (row 5384) in  0.0423 seconds
Ingested app: 'Trovami se ci riesci' (row 7402) in  0.0462 seconds
Ingested app: 'Temple Run' (row 4061) in  0.0423 seconds
Ingested app: 'Jigsaw Puzzles AK 74M' (row 5302) in  0.0462 seconds
Ingested app: 'WhatsApp Business' (row 367) in  0.0462 seconds
Ingested app: 'Animated Photo Editor' (row 27) in  0.0422 seconds
Ingested app: 'Adobe Photoshop Express:Photo Editor Collage Maker' (row 2936) in  0.0441 seconds
Ingested app: 'Kids Animals Jigsaw Puzzles \U0001f604' (row 2131) in  0.0439 seconds
Ingested app: 'Yahoo Sports - scores, stats, news, & highlights' (row 3058) in  0.0481 seconds
Ingested app: 'Masha and Bear: Cooking Dash' (row 9673) in  0.044 seconds
Ingested app: 'BG MUSIC PLAYER - MUSIC PLAYER' (row 6153) in  0.044 seconds
Ingested app: 'E!' (row 4066) in  0.044 seconds
Ingested app: 'The Report, Fox, Breitbart - Conservative News' (row 3749) in  0.0454 seconds
Ingested app: 'Cinemark Theatres' (row 896) in  0.0494 seconds
Ingested app: 'ePazar.bg' (row 6182) in  0.0454 seconds
Ingested app: 'Camera360 Lite - Selfie Camera' (row 8126) in  0.0493 seconds
Ingested app: 'HD Camera - Quick Snap Photo & Video' (row 2815) in  0.0453 seconds
Ingested app: 'Kik' (row 4279) in  0.0494 seconds
Ingested app: 'The Tribez: Build a Village' (row 3900) in  0.0454 seconds
Ingested app: 'FA Part 1 & 2 Past Papers Solved Free \u2013 Offline' (row 10173) in  0.0454 seconds
Ingested app: 'Wi-Fi Networks' (row 10466) in  0.0454 seconds
Ingested app: 'R\xe1dio Sol Nascente DF' (row 8358) in  0.0454 seconds
Ingested app: 'Google Now Launcher' (row 4151) in  0.0454 seconds
Ingested app: 'Boxed Wholesale' (row 2798) in  0.0454 seconds
Ingested app: 'Yazdani Cd Center EllahAbad Official App' (row 7170) in  0.048 seconds
Ingested app: 'Episode - Choose Your Story' (row 1786) in  0.044 seconds
Ingested app: 'NPR News' (row 3782) in  0.048 seconds
Ingested app: 'Fossil Q' (row 4493) in  0.048 seconds
Ingested app: 'Offroad Pickup Truck R' (row 4536) in  0.048 seconds
Ingested app: 'Endless Numbers' (row 2143) in  0.044 seconds
Ingested app: 'Calculator with Percent (Free)' (row 3303) in  0.0452 seconds
Ingested app: 'Aproveita DF' (row 8355) in  0.0452 seconds
Ingested app: 'Boxed Wholesale' (row 2798) in  0.0453 seconds
Ingested app: 'Citibanamex Movil' (row 1050) in  0.0453 seconds
Ingested app: 'KLM - Royal Dutch Airlines' (row 3190) in  0.0452 seconds
Ingested app: 'DC Super Hero Girls\u2122' (row 2132) in  0.2509 seconds
Ingested app: 'SB \xb7 FN 1870 Mobile Banking' (row 10665) in  0.2428 seconds
Ingested app: 'DC HSEMA' (row 8265) in  0.2589 seconds
Ingested app: 'Best DP and Status (Daily Updates Photos)' (row 8689) in  0.2389 seconds
Ingested app: 'tournaments and more.aj.2' (row 5232) in  0.2841 seconds
Ingested app: 'NB|AZ Business Mobile Banking' (row 5886) in  0.2469 seconds
Ingested app: 'Aw Restaurant' (row 5733) in  0.0441 seconds
Ingested app: 'EF/VR \u2013 VR Tours of EF Schools' (row 9281) in  0.044 seconds
Ingested app: 'HSPA+ Tweaker (3G booster)' (row 4183) in  0.048 seconds
Ingested app: 'Cymera Camera- Photo Editor, Filter,Collage,Layout' (row 2865) in  0.052 seconds
Ingested app: 'USE Credit Union Mobile' (row 1166) in  0.0481 seconds
Ingested app: 'RT News (Russia Today)' (row 3781) in  0.0559 seconds
Ingested app: 'Spinal Cord Surgery Doctor: Operation ER surgery' (row 9756) in  0.0447 seconds
Ingested app: 'dz NEWS Algerie' (row 9093) in  0.0447 seconds
Ingested app: 'B-17 Flying Fortress WWII LWP' (row 3959) in  0.0526 seconds
Ingested app: 'El Nueve' (row 9548) in  0.0486 seconds
Ingested app: 'TouchPal Keyboard for vivo' (row 3274) in  0.0487 seconds
Ingested app: 'Daily DM' (row 8554) in  0.0487 seconds
Ingested app: 'DK 15 Minute Language Course' (row 8469) in  0.048 seconds
Ingested app: "HANGAME Casino - Baccarat & Texas Hold'em" (row 9606) in  0.044 seconds
Ingested app: 'Live Tennis Rankings / LTR' (row 3051) in  0.044 seconds
Ingested app: 'AV Buddy Free' (row 5699) in  0.044 seconds
Ingested app: 'Fast Secure VPN' (row 3317) in  0.044 seconds
Ingested app: 'Sky News' (row 3744) in  0.044 seconds
Ingested app: 'Qaraba\u011f FK' (row 10532) in  0.0464 seconds
Ingested app: 'Barista Coffee Dictionary A-Z' (row 5906) in  0.0464 seconds
Ingested app: 'Akinator' (row 3877) in  0.0504 seconds
Ingested app: 'HTC Sense Input-LV' (row 3278) in  0.0464 seconds
Ingested app: 'Hafizi Quran 15 lines per page' (row 5342) in  0.0424 seconds
Ingested app: 'BG Blurry HD Wallpapers' (row 6190) in  0.0504 seconds
Ingested app: 'BW Ultra' (row 6917) in  0.044 seconds
Ingested app: 'BN DB1 App' (row 6544) in  0.04 seconds
Ingested app: 'Fox News \u2013 Breaking News, Live Video & News Alerts' (row 3785) in  0.0463 seconds
Ingested app: 'Truck Chat & CB for Truckers' (row 7103) in  0.0452 seconds
Ingested app: 'CD Ready' (row 7159) in  0.0442 seconds
Ingested app: 'Clash Soundboard For CR & COC' (row 7769) in  0.0435 seconds
Ingested app: 'RRIMS FO' (row 10705) in  0.0452 seconds
Ingested app: 'Gangstar Vegas - mafia game' (row 4146) in  0.0438 seconds
Ingested app: 'LINE: Free Calls & Messages' (row 474) in  0.0449 seconds
Ingested app: 'Identity V' (row 4672) in  0.0419 seconds
Ingested app: 'Unicorn Pokez - Color By Number' (row 301) in  0.0438 seconds
Ingested app: 'Android P | Xperia\u2122 Theme 4800+ icons' (row 4450) in  0.0496 seconds
Ingested app: 'FC Browser - Focus Privacy Browser' (row 10263) in  0.044 seconds
Ingested app: 'Wondershare PowerCam' (row 2866) in  0.044 seconds
Ingested app: 'Eb & flow Yoga Studio' (row 9209) in  0.0439 seconds
Ingested app: 'Somos CG' (row 7294) in  0.0441 seconds
Ingested app: 'Professor Online SEDUC-CE' (row 7201) in  0.0481 seconds
Ingested app: 'Co-op CRS' (row 7632) in  0.044 seconds
Ingested app: 'Urban Car Simulator' (row 9681) in  0.0441 seconds
Ingested app: 'Mad Libs' (row 2228) in  0.044 seconds
Ingested app: 'OpenCV Manager' (row 1546) in  0.0481 seconds
Ingested app: 'World Series of Poker \u2013 WSOP Free Texas Holdem' (row 9601) in  0.044 seconds
Ingested app: 'Basketball FRVR - Shoot the Hoop and Slam Dunk!' (row 2094) in  0.0439 seconds
Ingested app: 'Boomerang Make and Race' (row 4795) in  0.0445 seconds
Ingested app: 'English translation from Bengali' (row 174) in  0.0589 seconds
Ingested app: '3D Tennis' (row 5438) in  0.0509 seconds
Ingested app: 'Messenger \u2013 Text and Video Chat for Free' (row 382) in  0.0509 seconds
Ingested app: "Five Nights at Freddy's: SL" (row 5641) in  0.0629 seconds
Ingested app: 'R Bank' (row 4558) in  0.0509 seconds
