Ingested app: "Bo's Bedtime Story" (row 6553) in  0.0441 seconds
Ingested app: 'GPS Status & Toolbox' (row 3224) in  0.044 seconds
Ingested app: 'Top #5 B\u03c3\u03c3kie in AU' (row 5669) in  0.044 seconds
Ingested app: 'BBW Dating & Plus Size Chat' (row 674) in  0.0481 seconds
Ingested app: 'FOX NOW - On Demand & Live TV' (row 939) in  0.0481 seconds
Ingested app: 'Herpes Dating: 1,000K+ Singles' (row 552) in  0.044 seconds
Ingested app: 'Mind Games Pro' (row 4057) in  0.0445 seconds
Ingested app: 'Offroad Car G' (row 4149) in  0.0445 seconds
Ingested app: 'Flashlight' (row 3292) in  0.0486 seconds
Ingested app: 'NSE Mobile Trading' (row 1139) in  0.0445 seconds
Ingested app: 'Booking.com Travel Deals' (row 3112) in  0.0444 seconds
Ingested app: 'Scale Models DB' (row 8212) in  0.0525 seconds
Ingested app: 'Official NBSTSA CST Exam Prep' (row 2370) in  0.0462 seconds
Ingested app: 'Runkeeper - GPS Track Run Walk' (row 1292) in  0.0423 seconds
Ingested app: 'Grim Soul: Dark Fantasy Survival' (row 1805) in  0.0462 seconds
Ingested app: 'CP Federal Mobile' (row 7671) in  0.0423 seconds
Ingested app: 'Elif Ba Oyunu' (row 5944) in  0.0463 seconds
Ingested app: 'School of Dragons' (row 2080) in  0.0423 seconds
Ingested app: 'F-Secure KEY Password manager' (row 4116) in  0.0453 seconds
Ingested app: 'The PCH App' (row 5398) in  0.0413 seconds
Ingested app: 'BA 3 Banjarmasin' (row 5951) in  0.0454 seconds
Ingested app: 'AC Remote for O General - NOW FREE' (row 4432) in  0.0454 seconds
Ingested app: 'FJ WiFi HDD' (row 10488) in  0.0414 seconds
Ingested app: 'DH-Security Camera' (row 8435) in  0.0414 seconds
Ingested app: 'Grand Gangsters 3D' (row 7441) in  0.0441 seconds
Ingested app: 'DS router' (row 8817) in  0.044 seconds
Ingested app: 'Solitaire' (row 2024) in  0.044 seconds
Ingested app: 'Call of Mini\u2122 Dino Hunter' (row 8404) in  0.044 seconds
Ingested app: 'Co-Dependents Anonymous' (row 7652) in  0.044 seconds
Ingested app: 'AU Mobile Indonesia' (row 5653) in  0.0441 seconds
Ingested app: 'DV 2018 Winners Guide' (row 8960) in  0.0441 seconds
Ingested app: 'Viber Messenger' (row 467) in  0.048 seconds
Ingested app: 'NB|AZ Business Mobile Banking' (row 5886) in  0.044 seconds
Ingested app: 'Easy Origami Ideas' (row 33) in  0.04 seconds
Ingested app: 'Lake Michigan CU Mobile' (row 7918) in  0.04 seconds
Ingested app: 'BBC Persian | BBC Farsi News' (row 3735) in  0.0441 seconds
Ingested app: 'Santa Fe VIP Tours' (row 10354) in  0.0446 seconds
Ingested app: 'Ai File Viewer' (row 5188) in  0.0446 seconds
Ingested app: 'All of the parking lot - National Park application (parking lot search / parking sharing / discount payment)' (row 95) in  0.0447 seconds
Ingested app: 'WiFi FPV' (row 8075) in  0.0446 seconds
Ingested app: 'Familial Hypercholesterolaemia' (row 10399) in  0.0446 seconds
Ingested app: 'Free Slideshow Maker & Video Editor' (row 10716) in  0.0486 seconds
Ingested app: "Davis's Drug Guide" (row 2383) in  0.0402 seconds
Ingested app: 'GPS Map Free' (row 3119) in  0.0463 seconds
Ingested app: 'ZipRealty Real Estate & Homes' (row 1639) in  0.0466 seconds
Ingested app: 'EP FCU' (row 9691) in  0.0466 seconds
Ingested app: 'EZ Bluetooth' (row 10140) in  0.0426 seconds
Ingested app: 'Ag Weather Tools' (row 5088) in  0.0425 seconds
Ingested app: 'EMI Calculator | FD Calculator | RD calculator' (row 10316) in  0.0452 seconds
Ingested app: 'Anthem BC Anywhere' (row 5958) in  0.044 seconds
Ingested app: 'Alarm Clock Plus\u2605' (row 5602) in  0.0439 seconds
Ingested app: 'Pekalongan CJ' (row 7434) in  0.044 seconds
Ingested app: 'Open in WhatsApp (click to chat)' (row 4734) in  0.044 seconds
Ingested app: 'Soviet Military Maps Free' (row 3844) in  0.044 seconds
Ingested app: 'Ham DX Cluster & Spots Finder' (row 9029) in  0.0462 seconds
Ingested app: "Lep's World 3 \U0001f340\U0001f340\U0001f340" (row 8456) in  0.0422 seconds
Ingested app: 'Stack It AR' (row 5546) in  0.0421 seconds
Ingested app: 'TV.AE' (row 5013) in  0.0462 seconds
Ingested app: 'Beauty Idol: Fashion Queen' (row 6081) in  0.0461 seconds
Ingested app: 'Photo Editor Pro' (row 2921) in  0.0469 seconds
Ingested app: 'GlassesOff' (row 2392) in  0.0452 seconds
Ingested app: 'Camping RV Caravan Parking 3D' (row 9394) in  0.0452 seconds
Ingested app: 'Wordscapes' (row 1714) in  0.0412 seconds
Ingested app: 'CM AppLock' (row 7546) in  0.0452 seconds
Ingested app: 'Couple - Relationship App' (row 2626) in  0.0452 seconds
Ingested app: 'PCOS Guide - Fight PCOS naturally' (row 2441) in  0.0445 seconds
Ingested app: 'FR Calculator' (row 10834) in  0.0441 seconds
Ingested app: 'R M Lock Screen' (row 1556) in  0.048 seconds
Ingested app: 'LEGO\xae Friends' (row 2152) in  0.044 seconds
Ingested app: 'EU Flags Free Live Wallpaper' (row 9867) in  0.0441 seconds
Ingested app: 'DSLR Camera Hd Ultra Professional' (row 2842) in  0.0441 seconds
Ingested app: 'One Launcher' (row 6331) in  0.2457 seconds
Ingested app: 'Calorie Counter - MyFitnessPal' (row 1421) in  0.2456 seconds
Ingested app: 'Telemundo Now' (row 957) in  0.2536 seconds
Ingested app: 'The Aether: Life as a God' (row 5583) in  0.2457 seconds
Ingested app: 'AE Bubble:Offline Bubble Games' (row 4997) in  0.2537 seconds
Ingested app: "Five Nights at Flappy's" (row 5646) in  0.2856 seconds
Ingested app: 'DM Die Roller 9000' (row 8565) in  0.0441 seconds
Ingested app: 'Yahoo Sports - scores, stats, news, & highlights' (row 3058) in  0.048 seconds
Ingested app: 'Bleacher Report: sports news, scores, & highlights' (row 3080) in  0.04 seconds
Ingested app: 'Resume Builder and CV maker app' (row 7954) in  0.044 seconds
Ingested app: 'ePN Cashback AliExpress' (row 7067) in  0.044 seconds
Ingested app: 'MLP Colouring Adventures' (row 9358) in  0.044 seconds
Ingested app: 'PakWheels: Buy & Sell Cars' (row 81) in  0.044 seconds
Ingested app: 'Guns of Boom - Online Shooter' (row 5540) in  0.048 seconds
Ingested app: 'Simple Habit Meditation' (row 1443) in  0.044 seconds
Ingested app: 'AP English Language: Practice Tests and Flashcards' (row 5456) in  0.048 seconds
Ingested app: 'DN Blog' (row 8591) in  0.044 seconds
Ingested app: 'HBO GO: Stream with TV Package' (row 6562) in  0.044 seconds
Ingested app: 'USB BT Wi-Fi Color Terminal Modem' (row 6809) in  0.0451 seconds
Ingested app: 'FM News' (row 1034) in  0.0429 seconds
Ingested app: 'The Coupons App' (row 2710) in  0.051 seconds
Ingested app: 'Calculator Plus Free' (row 3300) in  0.047 seconds
Ingested app: 'FH School' (row 10416) in  0.043 seconds
Ingested app: 'Zombie Tsunami' (row 1685) in  0.051 seconds
Ingested app: 'Restaurantf\xfchrer S\xfcdbaden' (row 7069) in  0.0458 seconds
Ingested app: 'Peppa Pig: Party Time' (row 8191) in  0.044 seconds
Ingested app: 'AZ REMOTE CONTROL' (row 5908) in  0.044 seconds
Ingested app: 'CSHS BX' (row 6959) in  0.044 seconds
Ingested app: '11st' (row 2694) in  0.048 seconds
Ingested app: 'Masha and the Bear: Good Night!' (row 9687) in  0.0481 seconds
Ingested app: 'Stack Jump' (row 1770) in  0.044 seconds
Ingested app: 'PINKFONG Baby Shark' (row 730) in  0.044 seconds
Ingested app: 'OptumRx' (row 2327) in  0.044 seconds
Ingested app: 'MbH BM' (row 6490) in  0.04 seconds
Ingested app: 'Cr Aviation Academy' (row 7799) in  0.052 seconds
Ingested app: '10 Best Foods for You' (row 1407) in  0.0479 seconds
Ingested app: 'Yongqing fast search' (row 1458) in  0.0432 seconds
Ingested app: 'Video Player All Format for Android' (row 3674) in  0.0432 seconds
Ingested app: 'Dr. Panda Caf\xe9 Freemium' (row 8796) in  0.0472 seconds
Ingested app: 'Granny' (row 1679) in  0.0512 seconds
Ingested app: 'Caller ID & Call Block - DU Caller' (row 8904) in  0.0432 seconds
Ingested app: 'Vigo Video' (row 3686) in  0.0431 seconds
Ingested app: 'DT CLOTHINGS' (row 8869) in  0.048 seconds
Ingested app: 'USA TODAY' (row 3772) in  0.0441 seconds
Ingested app: 'AU Results 2017 Auzone' (row 5670) in  0.048 seconds
Ingested app: 'Shutterfly: Free Prints, Photo Books, Cards, Gifts' (row 2802) in  0.044 seconds
Ingested app: 'BU Questrom Launch' (row 6819) in  0.044 seconds
Ingested app: 'Meditation Studio' (row 1335) in  0.048 seconds
Ingested app: 'Telstra' (row 1576) in  0.0462 seconds
Ingested app: 'CX_WiFiUFO' (row 8052) in  0.0436 seconds
Ingested app: 'Planet O - Icon Pack' (row 4423) in  0.0476 seconds
Ingested app: 'auto Call Recorder 2018' (row 1526) in  0.0436 seconds
Ingested app: 'News360: Personalized News' (row 3779) in  0.0475 seconds
Ingested app: 'FH Kufstein App' (row 10411) in  0.0476 seconds
Ingested app: 'DV Youth' (row 8966) in  0.0435 seconds
Ingested app: 'DK Primrose for KLWP' (row 8489) in  0.0421 seconds
Ingested app: 'Chest Opener for CR - The Circle Game' (row 7778) in  0.046 seconds
Ingested app: 'Solitaire' (row 2024) in  0.046 seconds
Ingested app: 'Fortune Quest: Savior' (row 10779) in  0.046 seconds
Ingested app: 'Resume Maker:Free CV Maker,Templates Builder' (row 7967) in  0.0461 seconds
Ingested app: 'INTERACTIVE CALCULUS PRO' (row 5804) in  0.044 seconds
Ingested app: 'BZ Reminder' (row 7033) in  0.04 seconds
Ingested app: 'Learn the letters and words' (row 3580) in  0.048 seconds
Ingested app: '2GIS: directory & navigator' (row 3151) in  0.0441 seconds
Ingested app: "Assassin's Creed Identity" (row 4901) in  0.0459 seconds
Ingested app: 'Moco - Chat, Meet People' (row 489) in  0.0459 seconds
Ingested app: 'CNBC: Breaking Business News & Live Market Data' (row 1132) in  0.0463 seconds
Ingested app: 'AL.com' (row 5313) in  0.0423 seconds
Ingested app: 'PlayKids - Educational cartoons and games for kids' (row 955) in  0.0463 seconds
Ingested app: 'BK Murli Dictionary (H to E)' (row 6395) in  0.0463 seconds
Ingested app: 'Pinterest' (row 2612) in  0.0484 seconds
Ingested app: 'LIVE VIDEO TALK' (row 689) in  0.0484 seconds
Ingested app: 'Contractor City Construction - Heavy Logistics' (row 7071) in  0.0441 seconds
Ingested app: 'Z Camera - Photo Editor, Beauty Selfie, Collage' (row 4824) in  0.044 seconds
Ingested app: 'Sword of Chaos - Lame du Chaos' (row 8917) in  0.048 seconds
Ingested app: 'Chest Opener for CR - The Circle Game' (row 7778) in  0.048 seconds
Ingested app: 'My Little Pony AR Guide' (row 9344) in  0.044 seconds
Ingested app: 'Modern: DU Launcher Theme' (row 8911) in  0.0452 seconds
Ingested app: 'DRAGON BALL LEGENDS' (row 1840) in  0.0434 seconds
Ingested app: 'Photo Editor Selfie Camera Filter & Mirror Image' (row 2916) in  0.0474 seconds
Ingested app: 'SQLite DB Reader' (row 8199) in  0.0475 seconds
Ingested app: 'Championat' (row 2990) in  0.0475 seconds
Ingested app: 'FEABIE: Feedees, BBW, BHM & FA' (row 10168) in  0.0452 seconds
Ingested app: 'EU Council' (row 9866) in  0.0512 seconds
Ingested app: 'Harris J Lyrics' (row 4266) in  0.044 seconds
Ingested app: 'Anthem BC Anywhere' (row 2487) in  0.0492 seconds
Ingested app: 'Mobills: Budget Planner' (row 1120) in  0.0434 seconds
Ingested app: "AV Anthony's" (row 5730) in  0.0513 seconds
Ingested app: 'Sweet Camera - Selfie Filters, Beauty Camera' (row 2845) in  0.0474 seconds
Ingested app: 'Talkie Pro - Wi-Fi Calling, Chats, File Sharing' (row 10453) in  0.0474 seconds
Ingested app: 'Target - now with Cartwheel' (row 2770) in  0.0432 seconds
Ingested app: 'E*TRADE Mobile' (row 4075) in  0.0432 seconds
Ingested app: 'Discovery K!ds Play!' (row 8498) in  0.049 seconds
Ingested app: 'CBS Sports App - Scores, News, Stats & Watch Live' (row 3020) in  0.048 seconds
Ingested app: 'DS-Students' (row 8843) in  0.0551 seconds
Ingested app: 'AXE.IO - Brutal Survival Battleground' (row 5782) in  0.0483 seconds
Ingested app: 'Kids Balloon Pop Game Free \U0001f388' (row 2180) in  0.0458 seconds
Ingested app: 'Recettes Faciles et Rapides' (row 9834) in  0.0498 seconds
Ingested app: 'Boston University Alumni' (row 6812) in  0.0428 seconds
Ingested app: "AEMET's time" (row 3659) in  0.0477 seconds
Ingested app: '8 Ball Pool' (row 1755) in  0.0465 seconds
Ingested app: 'ESPN' (row 3060) in  0.2529 seconds
Ingested app: 'Ei Samay - Bengali News Paper' (row 9408) in  0.2232 seconds
Ingested app: 'Kids Mode' (row 713) in  0.2193 seconds
Ingested app: 'Babbel \u2013 Learn Languages' (row 8297) in  0.2273 seconds
Ingested app: 'CK Life' (row 7476) in  0.2513 seconds
Ingested app: 'Zooper Widget' (row 3402) in  0.2668 seconds
Ingested app: 'Pink Diamond Princess Keyboard Theme' (row 3388) in  0.0433 seconds
Ingested app: 'CD Events' (row 7156) in  0.0473 seconds
Ingested app: 'My CG' (row 7311) in  0.0473 seconds
Ingested app: 'Best New Ringtones 2018 Free \U0001f525 For Android\u2122' (row 1516) in  0.0433 seconds
Ingested app: 'FP NFC Rewrite' (row 10759) in  0.0473 seconds
Ingested app: 'Bullet Force' (row 6097) in  0.0512 seconds
Ingested app: 'Sago Mini Babies' (row 2191) in  0.0444 seconds
Ingested app: 'Guns Royale - Multiplayer Blocky Battle Royale' (row 5541) in  0.0484 seconds
Ingested app: 'Diabetes, Blood Pressure, Health Tracker App' (row 6599) in  0.0444 seconds
Ingested app: 'NOOK App for NOOK Devices' (row 162) in  0.0483 seconds
Ingested app: 'DN Sync' (row 8586) in  0.0443 seconds
Ingested app: 'DU Antivirus Security - Applock & Privacy Guard' (row 8897) in  0.0484 seconds
Ingested app: 'J Alvarej Moji' (row 4265) in  0.0463 seconds
Ingested app: 'Resume ( CV Editor )' (row 7974) in  0.0463 seconds
Ingested app: 'BF Frontline City' (row 6113) in  0.0424 seconds
Ingested app: 'Dash Tag - Fun Endless Runner!' (row 5226) in  0.0424 seconds
Ingested app: 'XOS - Launcher,Theme,Wallpaper' (row 3355) in  0.0464 seconds
Ingested app: 'Tennis Temple - Live Scores' (row 3053) in  0.0464 seconds
Ingested app: 'Girls Online Talk - Free Text and Video Chat' (row 686) in  0.0441 seconds
Ingested app: 'V.360\xb0 Camera' (row 4693) in  0.044 seconds
Ingested app: 'Cheat Codes for GTA V' (row 4710) in  0.044 seconds
Ingested app: 'EZ Clock & Weather Widget' (row 10148) in  0.044 seconds
Ingested app: 'Broken Screen Prank' (row 4062) in  0.0453 seconds
Ingested app: 'Blogger' (row 2600) in  0.0443 seconds
Ingested app: 'BL 1-Click Camera' (row 6425) in  0.0436 seconds
Ingested app: 'Talkie Pro - Wi-Fi Calling, Chats, File Sharing' (row 10453) in  0.0476 seconds
Ingested app: 'AP Calculus BC Practice Test' (row 5993) in  0.0436 seconds
Ingested app: 'POCKET BOOK CT ABDOMEN' (row 7878) in  0.0432 seconds
Ingested app: 'DG Smart life' (row 8365) in  0.0443 seconds
Ingested app: 'CH info' (row 7334) in  0.0423 seconds
Ingested app: 'Cut the Rope FULL FREE' (row 1698) in  0.048 seconds
Ingested app: 'Sleeping Delivery' (row 6752) in  0.044 seconds
Ingested app: 'AK-47 sounds' (row 5279) in  0.044 seconds
Ingested app: 'Pixel art pro-Sand box,paint by number,number draw' (row 7025) in  0.048 seconds
Ingested app: 'Agar.io' (row 3880) in  0.0439 seconds
Ingested app: 'CJ VLC HD Remote (+ Stream)' (row 7426) in  0.044 seconds
Ingested app: 'Sic Bo Online! Free Casino' (row 6558) in  0.0454 seconds
Ingested app: 'Farm Heroes Saga' (row 1880) in  0.0455 seconds
Ingested app: 'Facebook Lite' (row 4105) in  0.0495 seconds
Ingested app: 'Rate Guide Bill Letter' (row 1598) in  0.0455 seconds
Ingested app: 'Filmi Gaane' (row 7079) in  0.0455 seconds
Ingested app: 'Digi-TV.ch' (row 7343) in  0.0455 seconds
Ingested app: 'The Grand Wars: San Andreas' (row 7415) in  0.0462 seconds
Ingested app: 'Numerica CU' (row 7927) in  0.0462 seconds
Ingested app: 'BD Internet Package Activator' (row 6048) in  0.0461 seconds
Ingested app: 'AppLock - Fingerprint' (row 3347) in  0.0421 seconds
Ingested app: 'I Am Rich Premium' (row 5356) in  0.0462 seconds
Ingested app: 'DAILY: Free Classifieds App for Android' (row 7508) in  0.0422 seconds
Ingested app: 'Fan App for Portsmouth FC' (row 10273) in  0.0452 seconds
Ingested app: 'MiniInTheBox Online Shopping' (row 2759) in  0.0452 seconds
Ingested app: 'Recipes Pastries and homemade pies More than 500 recipes for pastries' (row 1214) in  0.0452 seconds
Ingested app: 'Fossil Q' (row 4493) in  0.0412 seconds
Ingested app: 'BN Pro RobotoXL-b HD Text' (row 6515) in  0.0452 seconds
Ingested app: 'ZArchiver' (row 4814) in  0.0452 seconds
Ingested app: 'BL Holo Theme' (row 6432) in  0.0441 seconds
Ingested app: 'Blackjack aj Poker' (row 5241) in  0.048 seconds
Ingested app: 'D Day World War II Commando Survival Shooting' (row 4045) in  0.048 seconds
Ingested app: 'Naruto Shippuden - Watch Free!' (row 9729) in  0.044 seconds
Ingested app: 'Theme for Samsung Galaxy Note FE' (row 10353) in  0.0486 seconds
Ingested app: 'Chilindo' (row 2700) in  0.0486 seconds
Ingested app: 'Learn languages, grammar & vocabulary with Memrise' (row 806) in  0.047 seconds
Ingested app: 'Cat Sim Online: Play with Cats' (row 3942) in  0.047 seconds
Ingested app: 'CX-40' (row 8059) in  0.047 seconds
Ingested app: 'Hidden Objects Treasure Hunt Adventure Games' (row 5445) in  0.047 seconds
Ingested app: 'Trinity Church Deltona, FL' (row 10609) in  0.0465 seconds
Ingested app: 'Bridge Constructor Stunts FREE' (row 5971) in  0.0425 seconds
Ingested app: 'AP Planner' (row 5458) in  0.0468 seconds
Ingested app: 'K-9 Mail' (row 453) in  0.0428 seconds
Ingested app: 'Learn English from Persian: Persian to English' (row 735) in  0.0468 seconds
Ingested app: 'BEYBLADE BURST app' (row 1955) in  0.0468 seconds
Ingested app: 'Remote EX for NISSAN' (row 10043) in  0.0467 seconds
Ingested app: 'ew-Magazin' (row 9992) in  0.0428 seconds
Ingested app: 'edp re:dy' (row 9070) in  0.0452 seconds
Ingested app: 'C J Academy' (row 7440) in  0.0492 seconds
Ingested app: 'stranger chat - anonymous chat' (row 565) in  0.0452 seconds
Ingested app: 'U+Box' (row 4656) in  0.0531 seconds
Ingested app: 'Bed Time Fan - White Noise Sleep Sounds' (row 1646) in  0.0451 seconds
Ingested app: 'Shiver: Moonlit Grove CE' (row 7206) in  0.0451 seconds
Ingested app: 'Fat No More - Be the Biggest Loser in the Gym!' (row 6065) in  0.0492 seconds
Ingested app: 'SEEK Job Search' (row 211) in  0.0452 seconds
Ingested app: 'LightX Photo Editor & Photo Effects' (row 2812) in  0.0453 seconds
Ingested app: 'Wireless BP' (row 6602) in  0.0453 seconds
Ingested app: '2GIS: directory & navigator' (row 3151) in  0.0452 seconds
Ingested app: 'Van Nien 2018 - Lich Van su & Lich Am' (row 1578) in  0.0493 seconds
Ingested app: 'Who Viewed My Facebook Profile - Stalkers Visitors' (row 10213) in  0.0462 seconds
Ingested app: 'Bet Master Pro Soccer Predictions' (row 6489) in  0.0461 seconds
Ingested app: 'Driving School 3D 2017' (row 9384) in  0.0462 seconds
Ingested app: 'FD Fotografia' (row 10311) in  0.0462 seconds
Ingested app: 'Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam' (row 9536) in  0.0462 seconds
Ingested app: 'Howlr' (row 668) in  0.0461 seconds
Ingested app: 'Mad Skills BMX 2' (row 1796) in  0.0479 seconds
Ingested app: 'BP World Energy' (row 6583) in  0.044 seconds
Ingested app: 'The Walking Dead: Our World' (row 5530) in  0.0439 seconds
Ingested app: 'Pedometer' (row 1262) in  0.044 seconds
Ingested app: 'Two Nights at jumpscare' (row 5642) in  0.0441 seconds
Ingested app: 'Al-Quran Ahmad Saud Offline' (row 5343) in  0.2388 seconds
Ingested app: 'Axe Spinner' (row 5803) in  0.2828 seconds
Ingested app: 'BF Movies Fun' (row 6090) in  0.2467 seconds
Ingested app: 'Buttocks and Abdomen' (row 1270) in  0.2427 seconds
Ingested app: 'CampGladiator' (row 7281) in  0.2468 seconds
Ingested app: 'D Day World War II Commando Survival Shooting' (row 4045) in  0.2588 seconds
Ingested app: 'Love Balls' (row 1753) in  0.044 seconds
Ingested app: 'Al Quran Free - \u0627\u0644\u0642\u0631\u0622\u0646 (Islam)' (row 5346) in  0.048 seconds
Ingested app: 'Kitchen Island Ideas' (row 1495) in  0.044 seconds
Ingested app: 'Relax Melodies: Sleep Sounds' (row 1441) in  0.044 seconds
Ingested app: 'Univision Deportes: Liga MX, MLS, F\xfatbol Live' (row 3096) in  0.048 seconds
Ingested app: 'Account Class-12 Solutions (D K Goel) Vol-2' (row 8496) in  0.048 seconds
Ingested app: 'Quran for Android' (row 5345) in  0.0443 seconds
Ingested app: 'Video chat live advices' (row 628) in  0.0443 seconds
Ingested app: 'OfferUp - Buy. Sell. Offer Up' (row 2656) in  0.0442 seconds
Ingested app: 'Popsicle Sticks and Similar DIY Craft Ideas' (row 44) in  0.0442 seconds
Ingested app: 'Portal AR - Step Into Scotland' (row 5558) in  0.0442 seconds
Ingested app: 'Coloring Book at Five Nights' (row 5628) in  0.0442 seconds
Ingested app: 'Masha and the Bear Child Games' (row 2148) in  0.0624 seconds
Ingested app: 'Pocket RxTx Pro' (row 8013) in  0.0585 seconds
Ingested app: 'fi' (row 10464) in  0.0545 seconds
Ingested app: 'SCI-FI UI' (row 10459) in  0.0545 seconds
Ingested app: 'Theme for Samsung Galaxy Note FE' (row 10353) in  0.0665 seconds
Ingested app: 'HD Widgets' (row 3405) in  0.0665 seconds
Ingested app: 'M Notifier for M Launcher' (row 4370) in  0.0464 seconds
Ingested app: '3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp' (row 9035) in  0.0503 seconds
Ingested app: 'Kay AH GA' (row 5160) in  0.0463 seconds
Ingested app: 'DW Amharic by AudioNow Digital' (row 8981) in  0.0503 seconds
Ingested app: 'House app: beautiful everyday ~' (row 1483) in  0.0463 seconds
Ingested app: 'Results for DC Lottery' (row 8276) in  0.0503 seconds
Ingested app: 'CT Checkout' (row 7896) in  0.0496 seconds
Ingested app: 'Soy Luna - Top Music And Lyrics' (row 637) in  0.0457 seconds
Ingested app: 'junainfo.dy.fi' (row 9077) in  0.0456 seconds
Ingested app: 'EFAmbassador' (row 9291) in  0.0456 seconds
Ingested app: 'Swift Dark CM / CM13 Theme' (row 7555) in  0.0496 seconds
Ingested app: 'The Voice, sing and connect' (row 4262) in  0.0496 seconds
Ingested app: 'Udacity - Lifelong Learning' (row 756) in  0.048 seconds
Ingested app: 'OpenCV Manager' (row 1546) in  0.0441 seconds
Ingested app: 'Ziggo GO' (row 890) in  0.048 seconds
Ingested app: 'Fuzzy Numbers: Pre-K Number Foundation' (row 852) in  0.044 seconds
Ingested app: 'Google app for Android TV' (row 3268) in  0.044 seconds
Ingested app: 'NetSpend Prepaid' (row 1153) in  0.048 seconds
Ingested app: 'Anti Adware' (row 4960) in  0.044 seconds
Ingested app: 'Fresh News' (row 10680) in  0.044 seconds
Ingested app: 'Loved by King Bs' (row 6720) in  0.048 seconds
Ingested app: 'Tech CU Mobile Banking' (row 7904) in  0.044 seconds
Ingested app: 'Trane Interactive Smart AC' (row 4913) in  0.048 seconds
Ingested app: 'BAMMS for BM 1Park' (row 6488) in  0.044 seconds
Ingested app: 'EP Research Service' (row 9712) in  0.0505 seconds
Ingested app: 'Run with Map My Run' (row 1298) in  0.0505 seconds
Ingested app: 'CZ-52 pistol explained' (row 8139) in  0.0465 seconds
Ingested app: 'My FR App' (row 10807) in  0.0545 seconds
Ingested app: 'Displaying You VR' (row 9083) in  0.0504 seconds
Ingested app: 'Mail1Click - Secure Mail' (row 460) in  0.0544 seconds
Ingested app: 'E W Bookkeeping & Accountancy' (row 9995) in  0.044 seconds
Ingested app: 'DS Creator 2.0' (row 8820) in  0.044 seconds
Ingested app: 'Learn languages, grammar & vocabulary with Memrise' (row 737) in  0.048 seconds
Ingested app: 'American Sniper City Fight Shooting Assassin' (row 9080) in  0.044 seconds
Ingested app: 'Pujie Black Watch Face for Android Wear OS' (row 5772) in  0.048 seconds
Ingested app: 'CA Mobile OTP' (row 7085) in  0.044 seconds
Ingested app: 'Santa Fe Indian Market' (row 10343) in  0.044 seconds
Ingested app: 'Spider grinder in screen funny' (row 6347) in  0.0401 seconds
Ingested app: 'Modern Sniper Strike: Best Commando Action 2k18' (row 10375) in  0.044 seconds
Ingested app: 'MI-BP' (row 6605) in  0.044 seconds
Ingested app: 'DV Lottery Simulator' (row 8957) in  0.048 seconds
Ingested app: 'Dy So Exam' (row 9069) in  0.044 seconds
Ingested app: 'Accounting App - Zoho Books' (row 280) in  0.0471 seconds
Ingested app: 'Bar-B-Q Recipes' (row 6650) in  0.0471 seconds
Ingested app: 'Plants vs. Zombies\u2122 Heroes' (row 2109) in  0.0472 seconds
Ingested app: 'DT CLOTHINGS' (row 8869) in  0.0432 seconds
Ingested app: 'Law of Creation: A Playable Manga' (row 3918) in  0.0472 seconds
Ingested app: 'cm to inches | centimeters to inches conversion' (row 7579) in  0.0471 seconds
Ingested app: 'Bad Piggies' (row 4060) in  0.0442 seconds
Ingested app: 'F-Stop Gallery Pro' (row 4108) in  0.0442 seconds
Ingested app: 'Wind & Weather Meter for Ag' (row 5110) in  0.0441 seconds
Ingested app: 'Teladoc Member' (row 2486) in  0.0402 seconds
Ingested app: 'GO SMS Pro Z Glass Theme EX' (row 4846) in  0.0482 seconds
Ingested app: 'SuperBikers 2' (row 8121) in  0.0443 seconds
Ingested app: 'Mali J' (row 4258) in  0.0471 seconds
Ingested app: 'ZOOM Cloud Meetings' (row 256) in  0.0431 seconds
Ingested app: 'BL Banking DES' (row 6436) in  0.0471 seconds
Ingested app: 'DB Streckenagent' (row 8204) in  0.0431 seconds
Ingested app: 'BQ Partners' (row 6633) in  0.043 seconds
Ingested app: 'Shopular: Coupons, Weekly Ads & Shopping Deals' (row 2748) in  0.0431 seconds
Ingested app: 'EP Kalkulator el. energije' (row 9716) in  0.0478 seconds
Ingested app: 'Choices: Stories You Play' (row 5595) in  0.056 seconds
Ingested app: 'FE Mechanical Engineering Prep' (row 10324) in  0.0519 seconds
Ingested app: 'Ice Crush 2018 - A new Puzzle Matching Adventure' (row 1814) in  0.056 seconds
Ingested app: 'REI Co-op Mastercard' (row 7644) in  0.0559 seconds
Ingested app: 'DU Browser Mini(Small&Fast)' (row 8903) in  0.0599 seconds
Ingested app: 'Beauty Idol: Fashion Queen' (row 6081) in  0.0442 seconds
Ingested app: 'Instagram' (row 2604) in  0.0441 seconds
Ingested app: 'Eating Show - Food BJ' (row 6321) in  0.044 seconds
Ingested app: 'Ag PhD Deficiencies' (row 5091) in  0.044 seconds
Ingested app: 'Wallpaper.cz' (row 8157) in  0.048 seconds
Ingested app: 'Slack' (row 269) in  0.044 seconds
Ingested app: 'WPSApp' (row 4738) in  0.044 seconds
Ingested app: 'X Browser' (row 4754) in  0.0441 seconds
Ingested app: 'Whoowasit? - Best kids game!' (row 2175) in  0.044 seconds
Ingested app: 'daily News' (row 3718) in  0.044 seconds
Ingested app: 'news.com.au' (row 5676) in  0.044 seconds
